Application Number,Application: Buy Rate,Application: Funded Amount,Application: BPA Broker Negotiation,Application: Origination Fee,Application: Remittance Frequency,Primary Contact Gender,Application: Close Date,customer Age,Amount,crime_record,Applications received All Time,Applications received by last 1 Month,Applications received by last 3 Months,Applications received by last 6 Months,Average Daily Negatives,Average Monthly Sales,Avg Daily Bank Balance,Avg Number of Monthly Deposits,Brokers submitted All Time,Brokers submitted last 1 month,Brokers submitted last 3 months,Brokers submitted last 6 months,Credit Score,Daily Bank Balance v/s Daily Payment,Days,Factor Rate,Has Website,Industry,Inquiry Count,Months,Number of Trade Lines,Office Space,Open Bankruptcy,Position,Public Records,Sales to Payment,Satisfactory,Shipping State,Sum of Monthly Personal Debt,Time In Business Actual,Type,Volume - 4 Months Ago,Volume - 6 Months Ago,Volume - Three Months Ago,Yearly Total Sales,Outcome
APP-296779,1.26,100000.0,0,2.5,Daily,Female,1/9/2017,68.0,100000.0,traffic,1.0,1.0,1.0,1.0,3.33,467832.37,48769.85,96.0,1.0,1.0,1.0,1.0,693.0,28.4492,154.0,1.32,Yes,Healthcare,6.0,7.33,37.0,Rent,0.0,Third,0.0,10.77,37.0,DE,4671.0,49.8,New Deal,0.0,0,500447.65,5613988.44,Neg
APP-302208,1.25,8500.0,0,2.0,Daily,Male,1/9/2017,32.0,8500.0,,2.0,1.0,1.0,2.0,0.0,30980.01,3891.95,42.33,1.0,1.0,1.0,1.0,526.0,44.1164,132.0,1.37,No,Spa/Salon,20.0,6.29,15.0,Rent,0.0,Second,0.0,14.26,7.0,CA,896.0,1.8,Parallel,25229.1,22923.08,36161.09,371760.12,Neg
APP-301066,1.25,12000.0,0,2.0,Daily,Male,1/9/2017,61.0,12000.0,,3.0,2.0,3.0,3.0,3.67,39166.07,5582.3,30.33,3.0,2.0,3.0,3.0,650.0,44.8198,132.0,1.37,No,Sporting goods,39.0,6.29,22.0,Rent,0.0,Second,0.0,15.0,22.0,CA,5065.0,14.4,New Deal,47491.61,31023.06,47840.84,469992.84,Neg
APP-299752,1.25,11000.0,0,2.0,Daily,Male,1/9/2017,43.0,11000.0,drug,7.0,1.0,1.0,2.0,0.0,15498.61,2314.38,19.67,2.0,1.0,1.0,1.0,610.0,20.2713,132.0,1.37,Yes,Technology,0.0,6.29,0.0,Rent,0.0,First,0.0,15.5,0.0,AL,0.0,3.7,Renewal,18683.99,17503.39,12667.88,185983.32,Neg
APP-300553,1.25,49500.0,0,2.0,Daily,Male,1/9/2017,51.0,49500.0,drug,1.0,1.0,1.0,1.0,0.75,80039.78,2926.5,49.75,1.0,1.0,1.0,1.0,758.0,5.6964,132.0,1.37,No,Healthcare,28.0,6.29,29.0,Own,0.0,Second,0.0,4.58,29.0,FL,6395.0,2.9,New Deal,119034.88,99011.49,86444.34,960477.36,Neg
APP-301367,1.27,250000.0,0,2.0,Daily,,1/9/2017,44.0,250000.0,fraud,1.0,1.0,1.0,1.0,0.0,1050654.87,77652.8,79.43,1.0,1.0,1.0,1.0,606.0,31.494,176.0,1.35,Yes,Retail,6.0,8.38,25.0,Rent,0.0,Second,0.0,5.29,19.0,CA,142.0,14.7,New Deal,1518361.29,1171483.86,1346461.52,12607858.44,Neg
APP-302100,1.25,19000.0,0,2.0,Daily,Male,1/9/2017,35.0,19000.0,,1.0,1.0,1.0,1.0,0.0,23167.19,2739.67,41.0,1.0,1.0,1.0,1.0,571.0,13.8928,132.0,1.37,Yes,Retail,21.0,6.29,17.0,Rent,0.0,First,1.0,0.0,11.0,FL,850.0,2.5,New Deal,0.0,0,21413.1,278006.28,Pos
APP-301449,1.25,29000.0,0,2.0,Daily,Male,1/9/2017,39.0,29000.0,,1.0,1.0,1.0,1.0,0.0,35253,13260.81,32.67,1.0,1.0,1.0,1.0,694.0,44.0588,132.0,1.37,Yes,Sporting goods,14.0,6.29,13.0,Rent,0.0,First,0.0,0.0,13.0,ID,1947.0,4.7,New Deal,0.0,0,81451,423036,Pos
APP-300938,1.25,30000.0,0,2.0,Daily,Male,1/9/2017,39.0,30000.0,,1.0,1.0,1.0,1.0,0.5,153151.56,13718.91,33.75,1.0,1.0,1.0,1.0,664.0,44.3848,132.0,1.36,Yes,Contracting,13.0,6.29,40.0,Own,0.0,Second,1.0,10.28,38.0,IN,4186.0,7.7,New Deal,138834.27,144981,132399.07,1837818.72,Pos
APP-301143,1.25,16000.0,0,2.0,Daily,Male,1/9/2017,65.0,16000.0,drug,3.0,1.0,1.0,1.0,1.8,24077.03,6213.48,5.6,1.0,1.0,1.0,1.0,,37.4171,132.0,1.37,Yes,Construction,17.0,6.29,12.0,Rent,0.0,First,0.0,14.5,10.0,NC,0.0,8.2,Paid Renewal,7821.96,31138,15950.31,288924.36,Pos
APP-301452,1.25,8000.0,0,2.0,Daily,Male,1/9/2017,63.0,8000.0,,1.0,1.0,1.0,1.0,0.0,21700.36,10960.6,25.67,1.0,1.0,1.0,1.0,624.0,132.0077,132.0,1.37,Yes,Veterinarians,21.0,6.29,27.0,Rent,0.0,Second,0.0,15.76,19.0,TX,6790.0,5.9,New Deal,18241.92,14023.11,25047.06,260404.32,Pos
APP-300188,1.25,20000.0,0,2.0,Daily,Male,1/9/2017,30.0,20000.0,drug,3.0,1.0,1.0,1.0,0.2,82257.52,15835.64,64.7,3.0,1.0,1.0,1.0,704.0,54.0619,132.0,1.37,Yes,Retail,52.0,6.29,20.0,Own,0.0,Third,0.0,15.98,20.0,SD,2752.0,5.7,New Deal,77887.0,122627,69891,987090.24,Pos
APP-298201,1.25,10000.0,0,2.0,Daily,Male,1/9/2017,54.0,10000.0,,1.0,1.0,1.0,1.0,0.0,34313.12,24724.52,23.25,1.0,1.0,1.0,1.0,649.0,251.0613,132.0,1.3,Yes,Janitorial,13.0,6.29,25.0,Rent,0.0,Second,0.0,17.79,23.0,MA,1797.0,31.5,New Deal,50145.37,23977.81,28022.25,411757.44,Pos
APP-301957,1.27,165000.0,0,2.0,Daily,Female,1/9/2017,49.0,165000.0,,1.0,1.0,1.0,1.0,0.75,325782.18,72465.92,25.0,1.0,1.0,1.0,1.0,595.0,35.9378,176.0,1.37,Yes,Entertainment,10.0,8.38,14.0,Own,0.0,Second,0.0,18.0,13.0,TX,2045.0,3.1,New Deal,382579.24,237359.29,202340.04,3909386.16,Pos
APP-301618,1.25,6000.0,0,2.0,Daily,Male,1/9/2017,56.0,6000.0,,1.0,1.0,1.0,1.0,0.0,15198.01,3152.56,31.33,1.0,1.0,1.0,1.0,684.0,50.6273,132.0,1.37,Yes,Dry Cleaning,4.0,6.29,11.0,Rent,0.0,First,2.0,18.0,9.0,WA,1119.0,1.3,New Deal,0.0,0,16786.15,182376.12,Pos
APP-301308,1.25,110000.0,0,2.0,Daily,Male,1/9/2017,38.0,110000.0,,2.0,1.0,2.0,2.0,0.0,310945.19,101172.38,19.5,1.0,1.0,1.0,1.0,688.0,89.27,132.0,1.36,Yes,HVAC,37.0,6.29,22.0,Rent,0.0,Second,0.0,18.0,22.0,NV,6772.0,6.6,New Deal,282101.61,278483.18,611012.46,3731342.28,Pos
APP-300595,1.25,12800.0,0,2.0,Daily,Male,1/9/2017,51.0,12800.0,,2.0,2.0,2.0,2.0,0.0,74297.13,24243.34,11.5,2.0,2.0,2.0,2.0,602.0,182.4866,132.0,1.37,Yes,Contracting,26.0,6.29,9.0,Rent,1.0,Second,1.0,18.0,7.0,OH,2490.0,6.6,New Deal,103525.1,101016.46,103994.35,891565.56,Pos
APP-300427,1.25,16500.0,0,2.0,Daily,Male,1/9/2017,54.0,16500.0,,1.0,1.0,1.0,1.0,0.17,19823,3316.07,13.5,1.0,1.0,1.0,1.0,532.0,19.3639,132.0,1.37,Yes,Healthcare,33.0,6.29,13.0,Rent,0.0,First,0.0,18.0,13.0,CA,665.0,0.7,New Deal,28955.0,19110,19871.09,237876,Pos
APP-299654,1.25,23000.0,0,2.0,Daily,Male,1/9/2017,39.0,23000.0,traffic,1.0,1.0,1.0,1.0,0.0,97908.73,28235.67,59.0,1.0,1.0,1.0,1.0,655.0,118.2844,132.0,1.37,Yes,Restaurant,4.0,6.29,22.0,Rent,0.0,Second,0.0,18.0,22.0,CO,4119.0,2.7,New Deal,63742.42,76108.97,139619.92,1174904.76,Pos
APP-301142,1.25,20500.0,0,2.0,Daily,Male,1/9/2017,42.0,20500.0,drug,1.0,1.0,1.0,1.0,0.33,44338.29,9449.74,9.67,1.0,1.0,1.0,1.0,601.0,44.4129,132.0,1.37,No,Construction,43.0,6.29,26.0,Own,0.0,Second,1.0,7.91,24.0,MT,4564.0,16.0,New Deal,40810.91,19885.23,46432.36,532059.48,Pos
APP-301374,1.25,10000.0,0,2.0,Daily,Male,1/9/2017,50.0,10000.0,traffic,1.0,1.0,1.0,1.0,0.4,24728.44,7511.82,32.6,1.0,1.0,1.0,1.0,690.0,,132.0,1.37,No,Retail,10.0,6.29,29.0,Rent,0.0,First,0.0,8.85,27.0,NC,2579.0,5.5,New Deal,41204.93,42949.76,22582.46,296741.28,Pos
APP-300980,1.25,10000.0,0,2.0,Daily,Male,1/9/2017,58.0,10000.0,drug,10.0,3.0,3.0,6.0,3.0,39109.72,1779.69,26.0,8.0,2.0,2.0,5.0,569.0,18.2103,132.0,1.29,Yes,Auto Repair,41.0,6.29,33.0,Rent,0.0,Second,2.0,9.11,29.0,CA,4171.0,15.9,New Deal,44992.05,45132.39,43013.92,469316.64,Pos
APP-301921,1.25,10000.0,0,2.0,Daily,Male,1/9/2017,58.0,10000.0,drug,1.0,1.0,1.0,1.0,1.0,18612.72,1108.4,41.0,1.0,1.0,1.0,1.0,602.0,10.6793,132.0,1.37,Yes,Auto Repair,16.0,6.29,17.0,Rent,0.0,Second,0.0,,16.0,CA,1061.0,23.4,New Deal,13447.0,22718,19276.57,223352.64,Pos
APP-302225,1.25,70000.0,0,2.5,Daily,,1/10/2017,34.0,70000.0,,2.0,2.0,2.0,2.0,0.0,92223.16,48521.2,12.4,1.0,1.0,1.0,1.0,648.0,61.7968,132.0,1.38,Yes,Janitorial,33.0,6.29,6.0,Rent,0.0,First,0.0,16.7,4.0,OH,1572.0,11.6,New Deal,111669.0,0,82741,1106677.92,Neg
APP-302087,1.25,6000.0,0,2.0,Daily,Female,1/10/2017,32.0,6000.0,,4.0,1.0,1.0,4.0,2.0,12975.35,603.89,44.75,2.0,1.0,1.0,2.0,522.0,9.6979,132.0,1.37,Yes,Technology,18.0,6.29,12.0,Rent,0.0,First,0.0,10.1,8.0,TX,127.0,4.0,Renewal,14779.65,0,13751.98,155704.2,Pos
APP-302204,1.25,22500.0,0,2.0,Daily,Male,1/10/2017,61.0,22500.0,,1.0,1.0,1.0,1.0,3.0,39624.89,965.5,51.5,1.0,1.0,1.0,1.0,676.0,4.1345,132.0,1.37,Yes,Restaurant,8.0,6.29,18.0,Rent,0.0,First,0.0,12.5,16.0,SC,105.0,1.3,New Deal,33474.35,0,48146.43,475498.68,Pos
APP-301794,1.25,33500.0,0,2.0,Daily,Male,1/10/2017,48.0,33500.0,,4.0,1.0,1.0,4.0,4.0,48586.37,3358.53,44.33,3.0,1.0,1.0,3.0,588.0,9.6596,132.0,1.37,Yes,HVAC,27.0,6.29,18.0,Own,1.0,First,6.0,15.05,13.0,SC,235.0,7.7,Renewal,0.0,0,49483.85,583036.44,Pos
APP-301548,1.25,14500.0,0,2.0,Daily,Male,1/10/2017,52.0,14500.0,,2.0,1.0,1.0,2.0,0.0,21020.57,1950.74,28.0,1.0,1.0,1.0,1.0,665.0,12.9626,132.0,1.37,No,Restaurant,25.0,6.29,25.0,Rent,0.0,First,0.0,15.05,20.0,GA,1019.0,2.1,Renewal,0.0,0,26262.95,252246.84,Pos
APP-302431,1.26,15000.0,0,2.0,Daily,Male,1/10/2017,69.0,15000.0,,7.0,1.0,2.0,3.0,0.67,30648.59,1268.62,12.33,3.0,1.0,1.0,1.0,554.0,9.4377,154.0,1.38,No,Healthcare,49.0,7.33,46.0,Rent,0.0,Second,0.0,18.0,42.0,FL,1924.0,3.5,Renewal,58862.33,26288.46,50766.93,367783.08,Pos
APP-302404,1.25,11000.0,0,2.0,Daily,,1/10/2017,49.0,11000.0,,1.0,1.0,1.0,1.0,0.25,13016.28,1302.12,17.5,1.0,1.0,1.0,1.0,652.0,11.5744,132.0,1.35,Yes,Insurance,22.0,6.29,31.0,Rent,0.0,First,0.0,18.0,31.0,TX,9522.0,3.6,New Deal,9388.83,0,6477.44,156195.36,Pos
APP-301197,1.25,9000.0,0,2.0,Daily,Male,1/10/2017,45.0,9000.0,,1.0,1.0,1.0,1.0,0.0,20346.3,1492.33,11.75,1.0,1.0,1.0,1.0,658.0,15.8556,131.0,1.37,Yes,Food & Beverage,19.0,6.24,10.0,Own,1.0,Second,8.0,18.0,7.0,OR,175.0,17.4,New Deal,18173.0,5496.14,3545,244155.6,Pos
APP-300829,1.25,10000.0,0,2.0,Daily,Female,1/10/2017,55.0,10000.0,drug,1.0,1.0,1.0,1.0,0.0,21782.3,4242.68,41.0,1.0,1.0,1.0,1.0,690.0,41.4851,132.0,1.35,Yes,Agriculture,2.0,6.29,2.0,Own,0.0,First,0.0,18.0,2.0,CA,54.0,22.4,New Deal,0.0,0,24032.56,261387.6,Pos
APP-301442,1.25,15500.0,0,2.0,Daily,Male,1/10/2017,56.0,15500.0,drug,1.0,1.0,1.0,1.0,0.67,28630.37,3112.83,62.0,1.0,1.0,1.0,1.0,661.0,19.35,132.0,1.37,No,Dentists,7.0,6.29,34.0,Rent,0.0,Second,0.0,6.17,33.0,IA,1579.0,31.2,New Deal,42330.13,28232.36,71364.28,343564.44,Pos
APP-302116,1.25,70000.0,0,2.0,Daily,Male,1/11/2017,64.0,70000.0,traffic,1.0,1.0,1.0,1.0,0.0,84686.05,20251.4,52.67,1.0,1.0,1.0,1.0,682.0,27.8745,132.0,1.37,Yes,Restaurant,50.0,6.29,32.0,Rent,0.0,First,0.0,0.0,32.0,MI,5031.0,3.2,New Deal,78452.87,87694.66,91979.1,1016232.6,Neg
APP-302678,1.25,8500.0,0,2.0,Daily,Male,1/11/2017,53.0,8500.0,,2.0,1.0,2.0,2.0,0.0,18422.33,2179.37,34.0,2.0,1.0,2.0,2.0,499.0,25.0704,132.0,1.35,Yes,Auto Repair,42.0,6.29,12.0,Rent,0.0,First,1.0,10.24,7.0,IL,1146.0,3.5,New Deal,0.0,0,4259,221067.96,Neg
APP-302118,1.25,35000.0,0,2.5,Daily,,1/11/2017,57.0,35000.0,,2.0,2.0,2.0,2.0,0.67,150403.43,35830.48,42.0,1.0,1.0,1.0,1.0,638.0,51.5769,132.0,1.31,Yes,Electronics,12.0,6.29,18.0,Rent,0.0,Third,0.0,18.0,16.0,FL,8744.0,11.6,Parallel,0.0,0,239815.17,1804841.16,Neg
APP-299008,1.25,75000.0,0,2.0,Daily,,1/11/2017,74.0,75000.0,traffic,1.0,1.0,1.0,1.0,0.2,309992.51,40057.87,19.2,1.0,1.0,1.0,1.0,651.0,51.4611,132.0,1.37,Yes,Real Estate,17.0,6.29,16.0,Rent,0.0,Third,1.0,9.59,13.0,CA,1764.0,9.5,New Deal,365717.45,0,427616.53,3719910.12,Neg
APP-302489,1.25,10500.0,0,2.0,Daily,,1/11/2017,43.0,10500.0,,1.0,1.0,1.0,1.0,5.67,12633.56,898.3,25.0,1.0,1.0,1.0,1.0,623.0,8.2428,132.0,1.37,Yes,Spa/Salon,21.0,6.29,15.0,Rent,0.0,First,0.0,0.0,15.0,PA,1986.0,5.6,New Deal,0.0,0,17769.94,151602.72,Pos
APP-302442,1.25,10500.0,0,2.0,Daily,Male,1/11/2017,39.0,10500.0,,1.0,1.0,1.0,1.0,0.67,12988.31,1007.94,40.33,1.0,1.0,1.0,1.0,601.0,9.2489,132.0,1.37,No,Food & Beverage,10.0,6.29,4.0,Rent,0.0,First,0.0,0.0,4.0,WI,85.0,1.4,New Deal,0.0,0,16307.69,155859.72,Pos
APP-300150,1.25,13000.0,0,2.0,Daily,Male,1/11/2017,58.0,13000.0,traffic,1.0,1.0,1.0,1.0,0.0,15652.42,8960.67,27.67,1.0,1.0,1.0,1.0,658.0,66.4147,132.0,1.37,Yes,Retail,6.0,6.29,20.0,Rent,1.0,First,1.0,0.0,16.0,WA,853.0,4.1,New Deal,0.0,0,15916.41,187829.04,Pos
APP-302254,1.25,7000.0,0,2.0,Daily,Male,1/11/2017,61.0,7000.0,,2.0,1.0,1.0,1.0,1.0,13001.62,371.78,43.25,2.0,1.0,1.0,1.0,642.0,5.2712,132.0,1.33,No,Chiropractors,23.0,6.29,15.0,Rent,0.0,First,3.0,11.48,10.0,MI,1828.0,36.4,New Deal,13854.43,0,16134.29,156019.44,Pos
APP-301874,1.25,6500.0,0,2.0,Daily,,1/11/2017,54.0,6500.0,,4.0,1.0,2.0,3.0,0.0,33393.81,2989.42,50.25,2.0,1.0,1.0,2.0,632.0,,132.0,1.3,Yes,Computers,19.0,6.29,44.0,Rent,0.0,Third,0.0,13.74,41.0,AL,1198.0,18.7,New Deal,46214.03,0,43951.09,400725.72,Pos
APP-301872,1.25,72262.77,0,2.0,Daily,Male,1/11/2017,46.0,72262.77,,2.0,1.0,2.0,2.0,0.0,103832.82,9844.85,24.57,1.0,1.0,1.0,1.0,773.0,15.0492,132.0,1.37,Yes,Law Offices,9.0,6.29,30.0,Rent,0.0,First,0.0,15.18,30.0,CO,57415.0,14.4,New Deal,89370.25,98894.4,86253.69,1245993.84,Pos
APP-301111,1.255,30000.0,0,2.0,Daily,Male,1/11/2017,56.0,30000.0,traffic,3.0,1.0,1.0,2.0,0.0,39391.52,1587.45,50.0,1.0,1.0,1.0,1.0,563.0,5.5032,143.0,1.375,No,Auto Repair,15.0,6.81,10.0,Own,0.0,First,3.0,16.75,5.0,NJ,2607.0,30.4,Renewal,0.0,0,38620.5,472698.24,Pos
APP-301330,1.25,19000.0,0,2.0,Daily,Female,1/11/2017,66.0,19000.0,drug,1.0,1.0,1.0,1.0,0.0,23472.82,6546.87,33.25,1.0,1.0,1.0,1.0,600.0,33.6912,132.0,1.35,Yes,Contracting,30.0,6.29,10.0,Rent,0.0,First,0.0,17.5,10.0,FL,1725.0,1.9,New Deal,31497.68,0,35422.36,281673.84,Pos
APP-301862,1.26,114500.0,0,2.0,Daily,Male,1/11/2017,49.0,114500.0,,1.0,1.0,1.0,1.0,0.0,288913.39,85037.84,36.67,1.0,1.0,1.0,1.0,680.0,87.9799,154.0,1.3,Yes,Roofing,13.0,7.33,22.0,Rent,0.0,Second,0.0,17.53,22.0,OH,6150.0,22.6,New Deal,411147.21,200625.2,411147.21,3466960.68,Pos
APP-302189,1.26,72000.0,0,2.0,Daily,,1/11/2017,26.0,72000.0,,6.0,3.0,3.0,5.0,0.0,123283.55,42088.29,5.67,3.0,3.0,3.0,3.0,540.0,65.2339,154.0,1.38,Yes,Electrical,12.0,7.33,8.0,Rent,0.0,Second,0.0,18.0,7.0,OH,691.0,2.5,Renewal,234508.74,237740.39,163127.61,1479402.6,Pos
APP-302101,1.25,20500.0,0,2.0,Daily,Male,1/11/2017,25.0,20500.0,,2.0,1.0,1.0,1.0,0.0,25130.27,1221.33,38.0,1.0,1.0,1.0,1.0,618.0,5.7401,132.0,1.37,No,Restaurant,26.0,6.29,16.0,Rent,0.0,First,2.0,18.0,12.0,TX,617.0,,Renewal,0.0,0,27845,301563.24,Pos
APP-301804,1.25,27500.0,0,2.0,Daily,Male,1/11/2017,57.0,27500.0,,1.0,1.0,1.0,1.0,0.33,33234.04,2699.32,52.33,1.0,1.0,1.0,1.0,652.0,9.4574,132.0,1.37,Yes,Food & Beverage,10.0,6.29,28.0,Rent,0.0,First,0.0,18.0,22.0,TX,1043.0,1.6,New Deal,0.0,0,37544.92,398808.48,Pos
APP-301310,1.25,19000.0,0,2.0,Daily,Male,1/11/2017,75.0,19000.0,,5.0,1.0,1.0,2.0,5.33,43884.93,1179.72,34.67,4.0,1.0,1.0,2.0,665.0,5.9824,132.0,1.37,Yes,Rehab facilities,7.0,6.29,25.0,Rent,0.0,First,0.0,18.0,24.0,TX,1441.0,17.2,Renewal,0.0,0,51007.87,526619.16,Pos
APP-296446,1.25,15000.0,0,2.0,Daily,Male,1/11/2017,58.0,15000.0,,1.0,1.0,1.0,1.0,0.25,18031.32,2748.64,36.0,1.0,1.0,1.0,1.0,758.0,17.6557,132.0,1.37,No,Retail,31.0,6.29,12.0,Rent,0.0,First,0.0,18.0,11.0,DC,7824.0,2.3,New Deal,16684.91,0,11782.91,216375.84,Pos
APP-302700,1.25,50000.0,0,2.0,Daily,Male,1/11/2017,63.0,50000.0,,1.0,1.0,1.0,1.0,0.0,272794.91,30624.69,19.67,1.0,1.0,1.0,1.0,699.0,60.7886,132.0,1.33,Yes,Contracting,12.0,6.29,17.0,Rent,0.0,Second,0.0,2.16,17.0,VA,7841.0,14.4,New Deal,232345.59,289270.8,311533.34,3273538.92,Pos
APP-301878,1.25,33500.0,0,2.0,Daily,Male,1/11/2017,51.0,33500.0,traffic,2.0,1.0,2.0,2.0,0.67,61129.96,11122.9,6.17,2.0,1.0,2.0,2.0,611.0,31.9909,132.0,1.37,Yes,Contracting,53.0,6.29,19.0,Rent,0.0,Second,0.0,6.03,19.0,FL,3897.0,11.5,New Deal,64855.91,67379.69,68889.01,733559.52,Pos
APP-297917,1.235,60000.0,0,2.0,Daily,,1/11/2017,71.0,60000.0,,1.0,1.0,1.0,1.0,0.5,544707.24,80951.45,7.75,1.0,1.0,1.0,1.0,744.0,107.2844,99.0,1.245,No,Construction,4.0,4.71,18.0,Own,0.0,Second,0.0,6.17,18.0,CA,6077.0,39.7,New Deal,609192.27,558496,851218.24,6536486.88,Pos
APP-301270,1.245,100000.0,0,2.0,Daily,,1/11/2017,50.0,100000.0,,1.0,1.0,1.0,1.0,0.0,287684.27,23425.3,38.0,1.0,1.0,1.0,1.0,669.0,,121.0,1.365,Yes,Healthcare,9.0,5.76,15.0,Own,0.0,First,0.0,8.24,15.0,WA,39064.0,9.7,New Deal,481017.52,0,528489.3,3452211.24,Pos
APP-299435,1.25,82500.0,0,2.0,Daily,Female,1/11/2017,56.0,82500.0,traffic,1.0,1.0,1.0,1.0,0.0,196053.25,7553.75,13.75,1.0,1.0,1.0,1.0,800.0,9.226,132.0,1.31,Yes,Delivery Services,3.0,6.29,17.0,Rent,0.0,First,0.0,8.78,17.0,OK,2489.0,19.5,New Deal,185600.0,0,206598,2352639,Pos
APP-303299,1.25,13500.0,0,2.0,Daily,,1/12/2017,51.0,13500.0,,1.0,1.0,1.0,1.0,0.33,16108.41,1081.95,26.33,1.0,1.0,1.0,1.0,670.0,7.7221,132.0,1.37,Yes,Recreation,18.0,6.29,4.0,Rent,0.0,First,0.0,0.0,4.0,NM,272.0,,New Deal,0.0,0,17146,193300.92,Neg
APP-300451,1.25,14500.0,0,2.0,Daily,,1/12/2017,60.0,14500.0,,2.0,1.0,1.0,2.0,0.0,33440.19,3728.43,42.33,1.0,1.0,1.0,1.0,530.0,24.7753,132.0,1.37,No,Food & Beverage,13.0,6.29,9.0,Rent,0.0,Second,1.0,17.95,8.0,TX,1804.0,5.3,Renewal,33506.82,36562.98,45185.02,401282.28,Neg
APP-303177,1.25,12000.0,0,2.0,Daily,Female,1/12/2017,46.0,12000.0,,1.0,1.0,1.0,1.0,0.0,14233.14,1456.71,22.67,1.0,1.0,1.0,1.0,479.0,11.6958,132.0,1.37,Yes,Retail,71.0,6.29,24.0,Own,0.0,First,0.0,0.0,20.0,TX,7509.0,25.1,New Deal,0.0,0,16517.62,170797.68,Pos
APP-303453,1.25,7000.0,0,2.0,Daily,Male,1/12/2017,63.0,7000.0,,1.0,1.0,1.0,1.0,1.33,20881.13,7459,44.67,1.0,1.0,1.0,1.0,578.0,102.6703,132.0,1.37,Yes,Food & Beverage,21.0,6.29,25.0,Rent,0.0,Second,0.0,10.62,22.0,NC,1921.0,2.9,New Deal,14903.0,11000,29914.97,250573.56,Pos
APP-302620,1.25,8000.0,0,2.0,Daily,Female,1/12/2017,63.0,8000.0,,2.0,1.0,1.0,2.0,0.0,13878.15,5306,13.0,1.0,1.0,1.0,1.0,568.0,66.8346,132.0,1.31,Yes,Travel Agencies,7.0,6.29,26.0,Rent,0.0,First,0.0,12.1,23.0,TX,576.0,5.7,Renewal,0.0,0,6217.97,166537.8,Pos
APP-302559,1.25,11000.0,0,2.0,Daily,Male,1/12/2017,35.0,11000.0,drug,3.0,1.0,1.0,1.0,0.33,19861.91,7521.63,4.5,2.0,1.0,1.0,1.0,706.0,65.881,132.0,1.37,No,Law Offices,14.0,6.29,29.0,Rent,0.0,First,0.0,12.15,28.0,AZ,2548.0,6.1,New Deal,12225.0,35497,15536.57,238342.92,Pos
APP-301998,1.24,6000.0,0,2.0,Daily,Male,1/12/2017,36.0,6000.0,,10.0,1.0,5.0,8.0,0.0,12590.18,5239.75,7.0,8.0,1.0,5.0,6.0,617.0,69.994,109.0,1.36,Yes,Wholesale,144.0,5.19,24.0,Rent,0.0,First,0.0,12.5,23.0,NY,2749.0,3.7,New Deal,0.0,0,7643.1,151082.16,Pos
APP-301658,1.25,9500.0,0,2.0,Daily,Male,1/12/2017,32.0,9500.0,,1.0,1.0,1.0,1.0,0.0,16489.23,1882.11,12.33,1.0,1.0,1.0,1.0,677.0,19.0883,132.0,1.37,No,Trucking,30.0,6.29,17.0,Own,0.0,First,0.0,12.6,15.0,FL,1507.0,1.6,New Deal,0.0,0,19450,197870.76,Pos
APP-300653,1.25,15000.0,0,2.0,Daily,Male,1/12/2017,34.0,15000.0,drug,1.0,1.0,1.0,1.0,0.0,25718.32,5780.07,6.0,1.0,1.0,1.0,1.0,695.0,37.1279,132.0,1.37,Yes,Trucking,21.0,6.29,14.0,Rent,0.0,First,0.0,12.75,14.0,CA,2418.0,7.6,New Deal,27216.31,24858.66,17933.44,308619.84,Pos
APP-302390,1.25,8000.0,0,2.0,Weekly,Female,1/12/2017,52.0,8000.0,,1.0,1.0,1.0,1.0,0.0,13644,1728.63,6.25,1.0,1.0,1.0,1.0,584.0,20.8193,132.0,1.37,Yes,Janitorial,15.0,6.29,18.0,Own,0.0,First,0.0,12.8,15.0,CO,1539.0,,New Deal,21381.0,0,15029,163728,Pos
APP-301879,1.25,30000.0,0,2.0,Daily,Male,1/12/2017,58.0,30000.0,,6.0,1.0,1.0,2.0,0.0,195837.03,40927.49,40.33,4.0,1.0,1.0,1.0,665.0,131.4475,132.0,1.37,Yes,Manufacturing,83.0,6.29,37.0,Rent,0.0,Third,0.0,13.38,36.0,WA,5553.0,12.1,New Deal,0.0,0,220526.39,2350044.36,Pos
APP-302079,1.25,15500.0,0,2.0,Daily,Female,1/12/2017,59.0,15500.0,,2.0,1.0,1.0,2.0,3.33,22667.64,1300.9,6.67,1.0,1.0,1.0,1.0,636.0,8.0867,132.0,1.37,Yes,Consulting,7.0,6.29,21.0,Rent,0.0,First,0.0,15.0,21.0,TX,16002.0,21.2,Renewal,0.0,0,18675.27,272011.68,Pos
APP-302924,1.25,18200.0,0,2.0,Daily,Male,1/12/2017,64.0,18200.0,,1.0,1.0,1.0,1.0,2.0,23506.73,1335.52,56.67,1.0,1.0,1.0,1.0,539.0,3.5352,132.0,1.37,Yes,Dentists,71.0,6.29,42.0,Rent,0.0,First,1.0,17.0,40.0,CA,3674.0,21.2,New Deal,0.0,0,42419.14,282080.76,Pos
